WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,TCGml,WlYyy 8
2,https://www.tripadvisor.com/Attraction_Review-g188590-d15127459-Reviews-Iron_Lady-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/c1/b6/9f/img-20180918-193059-largejpg.jpg?w=500&h=400&s=1,Iron Lady,437.,https://www.tripadvisor.com/Attraction_Review-g188590-d15127459-Reviews-Iron_Lady-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Scheldebuurt,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d13968347-Reviews-Constantiahofje_2-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/95/f4/ec/house-regulation.jpg?w=500&h=-1&s=1,Constantiahofje 2,438.,https://www.tripadvisor.com/Attraction_Review-g188590-d13968347-Reviews-Constantiahofje_2-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings,Centrum,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d15083552-Reviews-Max_Euwe-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/a0/1d/31/chess-game.jpg?w=500&h=400&s=1,Max Euwe,439.,https://www.tripadvisor.com/Attraction_Review-g188590-d15083552-Reviews-Max_Euwe-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d8528758-Reviews-Peter_Pappot_Art_Gallery-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f5/ea/27/galerie-kunsthandel-peter.jpg?w=500&h=-1&s=1,Peter Pappot Art Gallery,440.,https://www.tripadvisor.com/Attraction_Review-g188590-d8528758-Reviews-Peter_Pappot_Art_Gallery-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,,
15,https://www.tripadvisor.com/Attraction_Review-g188590-d245209-Reviews-Felix_Meritis-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/b5/1e/97/felix-meritis.jpg?w=500&h=-1&s=1,Felix Meritis,441.,https://www.tripadvisor.com/Attraction_Review-g188590-d245209-Reviews-Felix_Meritis-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings • Theaters,Grachtengordel-West,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d15128236-Reviews-De_Engel-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/64/ad/11/de-engel.jpg?w=500&h=-1&s=1,De Engel,442.,https://www.tripadvisor.com/Attraction_Review-g188590-d15128236-Reviews-De_Engel-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d16879942-Reviews-Oude_Kinkerbrug-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5d/5d/e7/the-bridge.jpg?w=500&h=-1&s=1,Oude Kinkerbrug,443.,https://www.tripadvisor.com/Attraction_Review-g188590-d16879942-Reviews-Oude_Kinkerbrug-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Bridges,Van Lennepbuurt,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d19007033-Reviews-Verschuivingen-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/7a/af/54/king-vs-president.jpg?w=500&h=400&s=1,Verschuivingen,444.,https://www.tripadvisor.com/Attraction_Review-g188590-d19007033-Reviews-Verschuivingen-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Scheldebuurt,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d19007020-Reviews-Kinderhof-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/0f/2d/15/kinderhof.jpg?w=500&h=400&s=1,Kinderhof,445.,https://www.tripadvisor.com/Attraction_Review-g188590-d19007020-Reviews-Kinderhof-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Oud Zuid,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d18852253-Reviews-Anoniem_Mensfiguren-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e9/ef/4a/anoniem-mensfiguren.jpg?w=500&h=400&s=1,Anoniem Mensfiguren,446.,https://www.tripadvisor.com/Attraction_Review-g188590-d18852253-Reviews-Anoniem_Mensfiguren-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Amsterdam East,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d3156222-Reviews-JHM_Children_s_Museum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a3/9f/fe/the-studio.jpg?w=500&h=400&s=1,JHM Children's Museum,447.,https://www.tripadvisor.com/Attraction_Review-g188590-d3156222-Reviews-JHM_Children_s_Museum-Amsterdam_North_Holland_Province.html#REVIEWS,Children's Museums,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d19042398-Reviews-The_Regenerator-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/88/e8/aa/the-regenerator.jpg?w=500&h=-1&s=1,The Regenerator,448.,https://www.tripadvisor.com/Attraction_Review-g188590-d19042398-Reviews-The_Regenerator-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Oud Zuid,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d11898560-Reviews-Metis_Montessori_Lyceum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/95/91/df/metis-montessori-lyceum.jpg?w=500&h=-1&s=1,Metis Montessori Lyceum,449.,https://www.tripadvisor.com/Attraction_Review-g188590-d11898560-Reviews-Metis_Montessori_Lyceum-Amsterdam_North_Holland_Province.html#REVIEWS,Universities & Schools,Amsterdam East,,
10,https://www.tripadvisor.com/Attraction_Review-g188590-d12280083-Reviews-Statue_Neptunus-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/29/19/15/img-20170502-182049-largejpg.jpg?w=500&h=400&s=1,Statue Neptunus,450.,https://www.tripadvisor.com/Attraction_Review-g188590-d12280083-Reviews-Statue_Neptunus-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
15,,,,,,1,14,,
10,https://www.tripadvisor.com/Attraction_Review-g188590-d245271-Reviews-Squash_City-Amsterdam_North_Holland_Province.html,,Squash City,451.,https://www.tripadvisor.com/Attraction_Review-g188590-d245271-Reviews-Squash_City-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes,Centrum,•,Open now
6,https://www.tripadvisor.com/Attraction_Review-g188590-d8667902-Reviews-B_L_Hoogkamp_Zonen-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/0d/c8/59/bl-hoogkamp-zonen.jpg?w=500&h=400&s=1,B.L. Hoogkamp & Zonen,452.,https://www.tripadvisor.com/Attraction_Review-g188590-d8667902-Reviews-B_L_Hoogkamp_Zonen-Amsterdam_North_Holland_Province.html#REVIEWS,Antique Shops,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d17548022-Reviews-ABN_AMRO_Corporate_Headquarters-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e7/4d/ae/the-building.jpg?w=500&h=-1&s=1,ABN AMRO Corporate Headquarters,453.,https://www.tripadvisor.com/Attraction_Review-g188590-d17548022-Reviews-ABN_AMRO_Corporate_Headquarters-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings,Zuidas,,
1,https://www.tripadvisor.com/Attraction_Review-g188590-d13197547-Reviews-Just_Brands_Factory_Outlet-Amsterdam_North_Holland_Province.html,,Just Brands Factory Outlet,454.,https://www.tripadvisor.com/Attraction_Review-g188590-d13197547-Reviews-Just_Brands_Factory_Outlet-Amsterdam_North_Holland_Province.html#REVIEWS,Factory Outlets,Amsterdam New West,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d10381238-Reviews-Westerpark_Farm-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/6d/68/16/getlstd-property-photo.jpg?w=500&h=-1&s=1,Westerpark Farm,455.,https://www.tripadvisor.com/Attraction_Review-g188590-d10381238-Reviews-Westerpark_Farm-Amsterdam_North_Holland_Province.html#REVIEWS,Parks • Farms,Amsterdam West,,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d12278415-Reviews-De_vermoeide_Reiziger-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c6/aa/a9/de-vermoeide-reiziger.jpg?w=500&h=400&s=1,De vermoeide Reiziger,456.,https://www.tripadvisor.com/Attraction_Review-g188590-d12278415-Reviews-De_vermoeide_Reiziger-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d19140522-Reviews-Monument_voor_het_ondergedoken_kind-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/a4/ac/7a/the-monument.jpg?w=500&h=400&s=1,Monument voor het ondergedoken kind,457.,https://www.tripadvisor.com/Attraction_Review-g188590-d19140522-Reviews-Monument_voor_het_ondergedoken_kind-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Buitenveldert-Oost,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d16813999-Reviews-Streets_of_the_World_Photo_Exhibition_Zuidas-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/dc/bc/30/streets-of-the-world.jpg?w=500&h=-1&s=1,Streets of the World Photo Exhibition Zuidas,458.,https://www.tripadvisor.com/Attraction_Review-g188590-d16813999-Reviews-Streets_of_the_World_Photo_Exhibition_Zuidas-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d15134631-Reviews-Ir_Jakoba_Mulderplein-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/35/21/dc/the-monument.jpg?w=500&h=-1&s=1,Ir. Jakoba Mulderplein,459.,https://www.tripadvisor.com/Attraction_Review-g188590-d15134631-Reviews-Ir_Jakoba_Mulderplein-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d16829872-Reviews-De_Schreeuw-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/db/7a/16/de-schreeuw.jpg?w=500&h=400&s=1,De Schreeuw,460.,https://www.tripadvisor.com/Attraction_Review-g188590-d16829872-Reviews-De_Schreeuw-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Amsterdam East,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d17431514-Reviews-Standbeeld_Domela_Nieuwenhuis-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/3d/55/86/domela-nieuwenhuis.jpg?w=500&h=400&s=1,Standbeeld Domela Nieuwenhuis,461.,https://www.tripadvisor.com/Attraction_Review-g188590-d17431514-Reviews-Standbeeld_Domela_Nieuwenhuis-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Amsterdam West,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d15128107-Reviews-Capriccio-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/5b/0e/42/capriccio.jpg?w=500&h=400&s=1,Capriccio,462.,https://www.tripadvisor.com/Attraction_Review-g188590-d15128107-Reviews-Capriccio-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d15155653-Reviews-Dr_Meijer_de_Hond_bridge-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/40/09/ed/the-decoration-hawk-fishes.jpg?w=500&h=400&s=1,Dr. Meijer de Hond bridge,463.,https://www.tripadvisor.com/Attraction_Review-g188590-d15155653-Reviews-Dr_Meijer_de_Hond_bridge-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Bridges,Centrum,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d8623668-Reviews-Valeriusplein-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/02/86/bf/monument-apollo-laan.jpg?w=500&h=-1&s=1,Valeriusplein,464.,https://www.tripadvisor.com/Attraction_Review-g188590-d8623668-Reviews-Valeriusplein-Amsterdam_North_Holland_Province.html#REVIEWS,Neighborhoods,Willemspark,,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d9868373-Reviews-Eduard_Planting_Gallery_Fine_Art_Photographs-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/d5/65/57/an-impression-of-the.jpg?w=500&h=400&s=1,Eduard Planting Gallery | Fine Art Photographs,465.,https://www.tripadvisor.com/Attraction_Review-g188590-d9868373-Reviews-Eduard_Planting_Gallery_Fine_Art_Photographs-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,,
1,https://www.tripadvisor.com/Attraction_Review-g188590-d17544567-Reviews-Nescio_Bridge-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e0/da/d5/nescio-bridge.jpg?w=500&h=-1&s=1,Nescio Bridge,466.,https://www.tripadvisor.com/Attraction_Review-g188590-d17544567-Reviews-Nescio_Bridge-Amsterdam_North_Holland_Province.html#REVIEWS,Bridges,,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d14533898-Reviews-Statues_Walking_towards_Nieuwmarkt-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/c6/86/40/walking-towards-nieuwmarkt.jpg?w=500&h=400&s=1,"Statues ""Walking towards Nieuwmarkt""",467.,https://www.tripadvisor.com/Attraction_Review-g188590-d14533898-Reviews-Statues_Walking_towards_Nieuwmarkt-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
10,https://www.tripadvisor.com/Attraction_Review-g188590-d266263-Reviews-Claes_Claeszoon_Hofje-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/be/65/d8/anslo-s-hofje-gavlmerket.jpg?w=500&h=400&s=1,Claes Claeszoon Hofje,468.,https://www.tripadvisor.com/Attraction_Review-g188590-d266263-Reviews-Claes_Claeszoon_Hofje-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites,Centrum,,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d6929587-Reviews-Shoreline_Park-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/55/a1/0f/the-small-path-along.jpg?w=500&h=-1&s=1,Shoreline Park,469.,https://www.tripadvisor.com/Attraction_Review-g188590-d6929587-Reviews-Shoreline_Park-Amsterdam_North_Holland_Province.html#REVIEWS,Parks,Noordelijke IJ-oevers,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d15133669-Reviews-Zeeman_by_Joost_Barbier-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ee/0f/7b/the-statue-on-the-square.jpg?w=500&h=-1&s=1,Zeeman by Joost Barbier,470.,https://www.tripadvisor.com/Attraction_Review-g188590-d15133669-Reviews-Zeeman_by_Joost_Barbier-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d15062687-Reviews-Banpaal_in_de_vorm_van_een_natuurstenen_obelisk_op_bakstenen_voet-Amsterdam_Nort.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/78/e1/ac/img-20180821-210801-largejpg.jpg?w=500&h=400&s=1,Banpaal in de vorm van een natuurstenen obelisk op bakstenen voet,471.,https://www.tripadvisor.com/Attraction_Review-g188590-d15062687-Reviews-Banpaal_in_de_vorm_van_een_natuurstenen_obelisk_op_bakstenen_voet-Amsterdam_Nort.html#REVIEWS,Points of Interest & Landmarks,Sloten En Riekerpolder,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d16866548-Reviews-Hoop_op_een_beter_leven-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e8/a4/d4/hoop-op-een-beter-leven.jpg?w=500&h=400&s=1,Hoop op een beter leven,472.,https://www.tripadvisor.com/Attraction_Review-g188590-d16866548-Reviews-Hoop_op_een_beter_leven-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d18542624-Reviews-Mahatma_Gandhi-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/0a/a2/10/the-monument.jpg?w=500&h=400&s=1,Mahatma Gandhi,473.,https://www.tripadvisor.com/Attraction_Review-g188590-d18542624-Reviews-Mahatma_Gandhi-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Scheldebuurt,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d10250437-Reviews-Vogelreservaat_Polder_IJdoorn-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/4e/ab/a6/birds.jpg?w=500&h=-1&s=1,Vogelreservaat Polder IJdoorn,474.,https://www.tripadvisor.com/Attraction_Review-g188590-d10250437-Reviews-Vogelreservaat_Polder_IJdoorn-Amsterdam_North_Holland_Province.html#REVIEWS,Nature & Wildlife Areas,Waterland,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d13964041-Reviews-Looijershofje-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/8f/65/91/looijershofje.jpg?w=500&h=400&s=1,Looijershofje,475.,https://www.tripadvisor.com/Attraction_Review-g188590-d13964041-Reviews-Looijershofje-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Centrum,•,Open now
2,https://www.tripadvisor.com/Attraction_Review-g188590-d16969436-Reviews-Hondje-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/8f/32/36/the-statue.jpg?w=500&h=400&s=1,Hondje,476.,https://www.tripadvisor.com/Attraction_Review-g188590-d16969436-Reviews-Hondje-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Bos en Lommer,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d15087774-Reviews-Brug_382-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/73/a0/7a/brug-382.jpg?w=500&h=-1&s=1,Brug 382,477.,https://www.tripadvisor.com/Attraction_Review-g188590-d15087774-Reviews-Brug_382-Amsterdam_North_Holland_Province.html#REVIEWS,Bridges,Bos en Lommer,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d15029984-Reviews-Walenweeskinderen-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/a5/1f/44/the-statue.jpg?w=500&h=-1&s=1,Walenweeskinderen,478.,https://www.tripadvisor.com/Attraction_Review-g188590-d15029984-Reviews-Walenweeskinderen-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d18542570-Reviews-Herengracht_581_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/0e/72/fc/the-relief.jpg?w=500&h=400&s=1,Herengracht 581 - Amsterdam,479.,https://www.tripadvisor.com/Attraction_Review-g188590-d18542570-Reviews-Herengracht_581_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Architectural Buildings,Centrum,,
2,https://www.tripadvisor.com/Attraction_Review-g188590-d15134634-Reviews-Kunstenaarsverzet-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ed/8e/34/the-statue.jpg?w=500&h=400&s=1,Kunstenaarsverzet,480.,https://www.tripadvisor.com/Attraction_Review-g188590-d15134634-Reviews-Kunstenaarsverzet-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
