WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href,WlYyy 2,WlYyy 3
1,https://www.tripadvisor.com/Attraction_Review-g187497-d17567028-Reviews-Casa_Dels_Cargols-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e9/26/0b/casa-dels-cargols.jpg?w=500&h=400&s=1,Casa Dels Cargols,594.,https://www.tripadvisor.com/Attraction_Review-g187497-d17567028-Reviews-Casa_Dels_Cargols-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Eixample
12,https://www.tripadvisor.com/Attraction_Review-g187497-d5005335-Reviews-Jardines_del_Princep_de_Girona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/35/89/5d/photo0jpg.jpg?w=500&h=-1&s=1,Jardines del Príncep de Girona,595.,https://www.tripadvisor.com/Attraction_Review-g187497-d5005335-Reviews-Jardines_del_Princep_de_Girona-Barcelona_Catalonia.html#REVIEWS,Gardens,Port Olímpic
8,https://www.tripadvisor.com/Attraction_Review-g187497-d10384028-Reviews-Parc_Esportiu_Urba_de_la_Mar_Bella-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8f/c7/27/parc-esportiu-urba-de.jpg?w=500&h=400&s=1,Parc Esportiu Urba de la Mar Bella,596.,https://www.tripadvisor.com/Attraction_Review-g187497-d10384028-Reviews-Parc_Esportiu_Urba_de_la_Mar_Bella-Barcelona_Catalonia.html#REVIEWS,Parks,Poblenou
3,https://www.tripadvisor.com/Attraction_Review-g187497-d15695326-Reviews-Biblioteca_Jaume_Fuster-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2e/b5/54/biblioteca-jaume-fuster.jpg?w=500&h=400&s=1,Biblioteca Jaume Fuster,597.,https://www.tripadvisor.com/Attraction_Review-g187497-d15695326-Reviews-Biblioteca_Jaume_Fuster-Barcelona_Catalonia.html#REVIEWS,Libraries,Gracia
1,https://www.tripadvisor.com/Attraction_Review-g187497-d16773471-Reviews-Casa_Jeroni_Granell-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d4/c6/6f/casa-jeroni-granell.jpg?w=500&h=400&s=1,Casa Jeroni Granell,598.,https://www.tripadvisor.com/Attraction_Review-g187497-d16773471-Reviews-Casa_Jeroni_Granell-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Eixample
4,https://www.tripadvisor.com/Attraction_Review-g187497-d8143252-Reviews-Iglesia_Ortodoxa_Rumana-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/52/74/3d/iglesia-ortodoxa-rumana.jpg?w=500&h=400&s=1,Iglesia Ortodoxa Rumana,599.,https://www.tripadvisor.com/Attraction_Review-g187497-d8143252-Reviews-Iglesia_Ortodoxa_Rumana-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Sant Andreu
6,https://www.tripadvisor.com/Attraction_Review-g187497-d8693141-Reviews-Caballo_Negro-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/a4/60/1e/caballo-negro.jpg?w=400&h=-1&s=1,Caballo Negro,600.,https://www.tripadvisor.com/Attraction_Review-g187497-d8693141-Reviews-Caballo_Negro-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,
1,,,,,,19,20
1,https://www.tripadvisor.com/Attraction_Review-g187497-d13205890-Reviews-Artur_Ramon_Art-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f6/56/ce/galeria-artur-ramon-art.jpg?w=500&h=400&s=1,Artur Ramon Art,601.,https://www.tripadvisor.com/Attraction_Review-g187497-d13205890-Reviews-Artur_Ramon_Art-Barcelona_Catalonia.html#REVIEWS,Art Galleries,Eixample
2,https://www.tripadvisor.com/Attraction_Review-g187497-d19220342-Reviews-La_Fontena-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/16/3c/67/la-fontena.jpg?w=500&h=400&s=1,La Fontena,602.,https://www.tripadvisor.com/Attraction_Review-g187497-d19220342-Reviews-La_Fontena-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,El Raval
6,https://www.tripadvisor.com/Attraction_Review-g187497-d11946166-Reviews-Fuente_de_la_Maja_Madrilena-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/8e/11/af/fuente-de-la-maja-madrilena.jpg?w=500&h=400&s=1,Fuente de la Maja Madrilena,603.,https://www.tripadvisor.com/Attraction_Review-g187497-d11946166-Reviews-Fuente_de_la_Maja_Madrilena-Barcelona_Catalonia.html#REVIEWS,Fountains,Barrio Gòtico (Barri Gòtic)
5,https://www.tripadvisor.com/Attraction_Review-g187497-d3294898-Reviews-Montana_Gallery-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/0a/55/64/montana-gallery.jpg?w=500&h=400&s=1,Montana Gallery,604.,https://www.tripadvisor.com/Attraction_Review-g187497-d3294898-Reviews-Montana_Gallery-Barcelona_Catalonia.html#REVIEWS,Art Galleries,El Born / La Ribera
6,https://www.tripadvisor.com/Attraction_Review-g187497-d13206294-Reviews-Parroquia_de_San_Juan_Maria_Vianney-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/28/10/72/parroquia-de-san-juan.jpg?w=500&h=400&s=1,Parroquia de San Juan María Vianney,605.,https://www.tripadvisor.com/Attraction_Review-g187497-d13206294-Reviews-Parroquia_de_San_Juan_Maria_Vianney-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Sants
7,https://www.tripadvisor.com/Attraction_Review-g187497-d5501922-Reviews-Blueproject_Foundation-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/d0/00/4d/getlstd-property-photo.jpg?w=500&h=-1&s=1,Blueproject Foundation,606.,https://www.tripadvisor.com/Attraction_Review-g187497-d5501922-Reviews-Blueproject_Foundation-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,El Born / La Ribera
7,https://www.tripadvisor.com/Attraction_Review-g187497-d11930461-Reviews-L_Esperit_popular-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/5d/8f/18/the-popular-spirit.jpg?w=500&h=400&s=1,L 'Esperit popular,607.,https://www.tripadvisor.com/Attraction_Review-g187497-d11930461-Reviews-L_Esperit_popular-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,
5,https://www.tripadvisor.com/Attraction_Review-g187497-d15343231-Reviews-Torre_del_Reloj-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fa/61/6c/torre-del-reloj.jpg?w=500&h=400&s=1,Torre del Reloj,608.,https://www.tripadvisor.com/Attraction_Review-g187497-d15343231-Reviews-Torre_del_Reloj-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Port Vell (Old Port)
1,https://www.tripadvisor.com/Attraction_Review-g187497-d15343239-Reviews-Cilindre_d_Horta-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/b0/79/88/cilindre-d-horta.jpg?w=500&h=400&s=1,Cilindre d’Horta,609.,https://www.tripadvisor.com/Attraction_Review-g187497-d15343239-Reviews-Cilindre_d_Horta-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,El Carmel
1,https://www.tripadvisor.com/Attraction_Review-g187497-d16663374-Reviews-Jardi_de_la_casa_Ignacio_de_Puig-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/88/08/51/jardin-de-la-casa-de.jpg?w=500&h=400&s=1,Jardi de la casa Ignacio de Puig,610.,https://www.tripadvisor.com/Attraction_Review-g187497-d16663374-Reviews-Jardi_de_la_casa_Ignacio_de_Puig-Barcelona_Catalonia.html#REVIEWS,Gardens,Barrio Gòtico (Barri Gòtic)
2,https://www.tripadvisor.com/Attraction_Review-g187497-d17549302-Reviews-Acuartelamiento_el_Bruch-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e9/48/77/acuartelamiento-el-bruch.jpg?w=500&h=400&s=1,Acuartelamiento el Bruch,611.,https://www.tripadvisor.com/Attraction_Review-g187497-d17549302-Reviews-Acuartelamiento_el_Bruch-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,
3,https://www.tripadvisor.com/Attraction_Review-g187497-d17611507-Reviews-Santa_Eulalia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/5e/fd/46/santa-eulalia.jpg?w=500&h=400&s=1,Santa Eulalia,612.,https://www.tripadvisor.com/Attraction_Review-g187497-d17611507-Reviews-Santa_Eulalia-Barcelona_Catalonia.html#REVIEWS,Department Stores,Eixample
1,https://www.tripadvisor.com/Attraction_Review-g187497-d13482632-Reviews-Galeria_Valid_Foto_BCN-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e0/47/27/img-20190307-200551-largejpg.jpg?w=500&h=-1&s=1,Galería Valid Foto BCN,613.,https://www.tripadvisor.com/Attraction_Review-g187497-d13482632-Reviews-Galeria_Valid_Foto_BCN-Barcelona_Catalonia.html#REVIEWS,Art Galleries,Sant Pere
1,https://www.tripadvisor.com/Attraction_Review-g187497-d15511842-Reviews-Cementerio_de_San_Andres-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fe/33/f8/cementerio-de-sant-andreu.jpg?w=500&h=400&s=1,Cementerio de San Andres,614.,https://www.tripadvisor.com/Attraction_Review-g187497-d15511842-Reviews-Cementerio_de_San_Andres-Barcelona_Catalonia.html#REVIEWS,Cemeteries,Porta
4,https://www.tripadvisor.com/Attraction_Review-g187497-d7998153-Reviews-Anaglifos_Art_Factory-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f1/e1/37/anaglifos-art-factory.jpg?w=500&h=400&s=1,Anaglifos Art Factory,615.,https://www.tripadvisor.com/Attraction_Review-g187497-d7998153-Reviews-Anaglifos_Art_Factory-Barcelona_Catalonia.html#REVIEWS,Art Galleries,El Born / La Ribera
6,https://www.tripadvisor.com/Attraction_Review-g187497-d8093302-Reviews-Parc_de_Joan_Reventos-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ec/8d/bd/parc-de-joan-reventos.jpg?w=500&h=400&s=1,Parc de Joan Reventos,616.,https://www.tripadvisor.com/Attraction_Review-g187497-d8093302-Reviews-Parc_de_Joan_Reventos-Barcelona_Catalonia.html#REVIEWS,Parks,Sarrià
2,https://www.tripadvisor.com/Attraction_Review-g187497-d15528818-Reviews-Parroquia_de_Santa_Maria_del_Taulat-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/08/c8/c8/una-de-las-puertas-de.jpg?w=500&h=-1&s=1,Parroquia de Santa María del Taulat,617.,https://www.tripadvisor.com/Attraction_Review-g187497-d15528818-Reviews-Parroquia_de_Santa_Maria_del_Taulat-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Poblenou
6,https://www.tripadvisor.com/Attraction_Review-g187497-d12078457-Reviews-Edificio_Palacio_de_la_Prensa-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/57/aa/4b/caption.jpg?w=500&h=-1&s=1,Edificio Palacio de la Prensa,618.,https://www.tripadvisor.com/Attraction_Review-g187497-d12078457-Reviews-Edificio_Palacio_de_la_Prensa-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,El Carmel
1,https://www.tripadvisor.com/Attraction_Review-g187497-d15748404-Reviews-Mercat_de_la_Vall_d_Hebron-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2e/a4/57/mercat-de-la-vall-d-hebron.jpg?w=500&h=400&s=1,Mercat de la Vall d'Hebron,619.,https://www.tripadvisor.com/Attraction_Review-g187497-d15748404-Reviews-Mercat_de_la_Vall_d_Hebron-Barcelona_Catalonia.html#REVIEWS,Farmers Markets,Horta-Guinardó
7,https://www.tripadvisor.com/Attraction_Review-g187497-d8059863-Reviews-Jardin_de_Can_Sentmenat-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ef/b3/d7/jardin-de-can-sentmenat.jpg?w=500&h=400&s=1,Jardin de Can Sentmenat,620.,https://www.tripadvisor.com/Attraction_Review-g187497-d8059863-Reviews-Jardin_de_Can_Sentmenat-Barcelona_Catalonia.html#REVIEWS,Gardens,Sarrià
2,https://www.tripadvisor.com/Attraction_Review-g187497-d8853852-Reviews-Generalitat_de_Cataluna_Memorial_Democratic-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a3/dc/07/espai-memorial-democratic.jpg?w=500&h=400&s=1,Generalitat de Cataluna Memorial Democratic,621.,https://www.tripadvisor.com/Attraction_Review-g187497-d8853852-Reviews-Generalitat_de_Cataluna_Memorial_Democratic-Barcelona_Catalonia.html#REVIEWS,History Museums,El Raval
1,https://www.tripadvisor.com/Attraction_Review-g187497-d14009353-Reviews-La_Social-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/c4/f4/aa/photo0jpg.jpg?w=500&h=400&s=1,La Social,622.,https://www.tripadvisor.com/Attraction_Review-g187497-d14009353-Reviews-La_Social-Barcelona_Catalonia.html#REVIEWS,Libraries,Sants-Montjuíc
4,https://www.tripadvisor.com/Attraction_Review-g187497-d17815355-Reviews-Casa_Estape-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/19/02/68/casa-estape.jpg?w=500&h=-1&s=1,Casa Estape,623.,https://www.tripadvisor.com/Attraction_Review-g187497-d17815355-Reviews-Casa_Estape-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Eixample
7,https://www.tripadvisor.com/Attraction_Review-g187497-d10383990-Reviews-Parque_de_la_Nova_Icaria-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8f/be/89/parc-de-la-nova-icaria.jpg?w=500&h=400&s=1,Parque de la Nova Icaria,624.,https://www.tripadvisor.com/Attraction_Review-g187497-d10383990-Reviews-Parque_de_la_Nova_Icaria-Barcelona_Catalonia.html#REVIEWS,Parks,Poblenou
3,https://www.tripadvisor.com/Attraction_Review-g187497-d15531902-Reviews-Casa_Queralto-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2e/90/b0/casa-queralto.jpg?w=500&h=-1&s=1,Casa Queralto,625.,https://www.tripadvisor.com/Attraction_Review-g187497-d15531902-Reviews-Casa_Queralto-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Eixample
11,https://www.tripadvisor.com/Attraction_Review-g187497-d8758557-Reviews-Mistos_Sculpture-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/6c/65/b9/mistos-sculpture.jpg?w=500&h=400&s=1,Mistos Sculpture,626.,https://www.tripadvisor.com/Attraction_Review-g187497-d8758557-Reviews-Mistos_Sculpture-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,La Vall d'Hebron
5,https://www.tripadvisor.com/Attraction_Review-g187497-d15759096-Reviews-Edificio_de_La_Union_y_el_Fenix-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2e/9f/d9/edificio-de-la-union.jpg?w=500&h=400&s=1,Edificio de La Union y el Fenix,627.,https://www.tripadvisor.com/Attraction_Review-g187497-d15759096-Reviews-Edificio_de_La_Union_y_el_Fenix-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Eixample
1,https://www.tripadvisor.com/Attraction_Review-g187497-d15816907-Reviews-Casa_Argelich-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/68/8c/16/casa-argelich.jpg?w=500&h=400&s=1,Casa Argelich,628.,https://www.tripadvisor.com/Attraction_Review-g187497-d15816907-Reviews-Casa_Argelich-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,La Dreta de l'Eixample
1,https://www.tripadvisor.com/Attraction_Review-g187497-d17567204-Reviews-Casa_Comas_d_Argemir-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e9/25/79/casa-comas-d-argemir.jpg?w=500&h=400&s=1,Casa Comas d'Argemir,629.,https://www.tripadvisor.com/Attraction_Review-g187497-d17567204-Reviews-Casa_Comas_d_Argemir-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Vallcarca i els Penitents
9,https://www.tripadvisor.com/Attraction_Review-g187497-d10312080-Reviews-Monumento_a_Ignasi_Barraquer-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/87/24/bf/jardines.jpg?w=500&h=400&s=1,Monumento a Ignasi Barraquer,630.,https://www.tripadvisor.com/Attraction_Review-g187497-d10312080-Reviews-Monumento_a_Ignasi_Barraquer-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Les Corts
1,,,,,,20,21
4,https://www.tripadvisor.com/Attraction_Review-g187497-d2223593-Reviews-Museu_de_Carruatges_del_Foment-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/47/84/e8/caption.jpg?w=500&h=400&s=1,Museu de Carruatges del Foment,631.,https://www.tripadvisor.com/Attraction_Review-g187497-d2223593-Reviews-Museu_de_Carruatges_del_Foment-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,La Vall d'Hebron
7,https://www.tripadvisor.com/Attraction_Review-g187497-d8178867-Reviews-Jardins_de_Vil_la_Cecilia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/08/55/9d/jardins-de-villa-cecilia.jpg?w=500&h=400&s=1,Jardins de Vil·la Cecília,632.,https://www.tripadvisor.com/Attraction_Review-g187497-d8178867-Reviews-Jardins_de_Vil_la_Cecilia-Barcelona_Catalonia.html#REVIEWS,Gardens,Sarrià
4,https://www.tripadvisor.com/Attraction_Review-g187497-d19240773-Reviews-Quadriga_de_l_Aurora-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/30/52/97/quadriga-de-l-aurora.jpg?w=500&h=-1&s=1,Quadriga de l'Aurora,633.,https://www.tripadvisor.com/Attraction_Review-g187497-d19240773-Reviews-Quadriga_de_l_Aurora-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Sant Pere
2,https://www.tripadvisor.com/Attraction_Review-g187497-d17675600-Reviews-Cementerio_Les_Corts-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/24/0f/a4/cementerio-de-les-corts.jpg?w=500&h=400&s=1,Cementerio Les Corts,634.,https://www.tripadvisor.com/Attraction_Review-g187497-d17675600-Reviews-Cementerio_Les_Corts-Barcelona_Catalonia.html#REVIEWS,Cemeteries,La Maternitat i Sant Ramon
2,https://www.tripadvisor.com/Attraction_Review-g187497-d14945268-Reviews-Babuino_Gallery-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f1/e4/dc/babuino-gallery.jpg?w=500&h=400&s=1,Babuino Gallery,635.,https://www.tripadvisor.com/Attraction_Review-g187497-d14945268-Reviews-Babuino_Gallery-Barcelona_Catalonia.html#REVIEWS,Antique Shops,El Born / La Ribera
3,https://www.tripadvisor.com/Attraction_Review-g187497-d19240721-Reviews-La_Nit-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/48/59/b2/la-nit-de-vicenc-navarro.jpg?w=500&h=400&s=1,La Nit,636.,https://www.tripadvisor.com/Attraction_Review-g187497-d19240721-Reviews-La_Nit-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Sant Pere
7,https://www.tripadvisor.com/Attraction_Review-g187497-d3366947-Reviews-Setba_Foundation-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/83/47/46/setba-zona-d-art.jpg?w=500&h=400&s=1,Setba Foundation,637.,https://www.tripadvisor.com/Attraction_Review-g187497-d3366947-Reviews-Setba_Foundation-Barcelona_Catalonia.html#REVIEWS,Art Galleries,El Congrés i els Indians
2,https://www.tripadvisor.com/Attraction_Review-g187497-d15343242-Reviews-Centro_Civico_Cristalerias_Planell-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/b4/1d/d1/centro-civico-cristalerias.jpg?w=500&h=400&s=1,Centro Civico Cristalerias Planell,638.,https://www.tripadvisor.com/Attraction_Review-g187497-d15343242-Reviews-Centro_Civico_Cristalerias_Planell-Barcelona_Catalonia.html#REVIEWS,Civic Centres,Les Corts
1,https://www.tripadvisor.com/Attraction_Review-g187497-d15600750-Reviews-Jardins_De_Maria_Canardo_Lacasta-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fa/79/a5/jardins-de-maria-canardo.jpg?w=500&h=400&s=1,Jardins De Maria Canardo Lacasta,639.,https://www.tripadvisor.com/Attraction_Review-g187497-d15600750-Reviews-Jardins_De_Maria_Canardo_Lacasta-Barcelona_Catalonia.html#REVIEWS,Gardens,Horta-Guinardó
2,https://www.tripadvisor.com/Attraction_Review-g187497-d12493543-Reviews-Le_Blanc-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/0a/56/12/le-blanc.jpg?w=500&h=400&s=1,Le Blanc,640.,https://www.tripadvisor.com/Attraction_Review-g187497-d12493543-Reviews-Le_Blanc-Barcelona_Catalonia.html#REVIEWS,Antique Shops,Gracia
7,https://www.tripadvisor.com/Attraction_Review-g187497-d10050149-Reviews-Vil_la_Joana-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/85/a0/59/terraza-del-primer-piso.jpg?w=500&h=400&s=1,Vil·la Joana,641.,https://www.tripadvisor.com/Attraction_Review-g187497-d10050149-Reviews-Vil_la_Joana-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,
2,https://www.tripadvisor.com/Attraction_Review-g187497-d14983987-Reviews-Fleadonia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/73/24/86/fleadonia.jpg?w=500&h=400&s=1,Fleadonia,642.,https://www.tripadvisor.com/Attraction_Review-g187497-d14983987-Reviews-Fleadonia-Barcelona_Catalonia.html#REVIEWS,Flea & Street Markets,El Raval
